"t","y","dy","Filter"
"57502.30946","5.16","0.0826999982777026","UVM2"
"57502.77726","5.18688","0.0607235008210852","UVM2"
"57502.9173","5.2","0.0893000048873252","UVM2"
"57503.05012","5.13928","0.0580774016575983","UVM2"
"57503.31372","5.08356","0.0479627006547709","UVM2"
"57503.5084","5.07079","0.039807499202342","UVM2"
"57503.91169","5.01121","0.048908497643675","UVM2"
"57504.04304","4.99322","0.0514403002988418","UVM2"
"57504.30251","5.06","0.081300001046657","UVM2"
"57504.50286","4.95339","0.0539764016462159","UVM2"
"57504.70662","4.80962","0.0426133990722623","UVM2"
"57505.10741","4.84642","0.0447954009430147","UVM2"
"57505.30155","4.83617","0.0569654009225751","UVM2"
"57505.83529","4.86836","0.0475259016457396","UVM2"
"57506.03939","4.85","0.0689999973915609","UVM2"
"57506.2298","4.84647","0.0490980000897995","UVM2"
"57506.44471","4.96349","0.0625994988047522","UVM2"
"57506.69706","4.84","0.0678000005212298","UVM2"
"57506.83204","4.92233","0.0548921977869195","UVM2"
"57507.0288","4.88289","0.0649930974466626","UVM2"
"57507.2938","4.87674","0.0527820004872926","UVM2"
"57438.0400383240","5.3997747","0.0835942233238952","UVW1"
"57438.3590560946","5.2454314","0.0816303443882541","UVW1"
"57438.4915934354","5.233083","0.0817765065289673","UVW1"
"57438.6919546981","5.234588","0.0815376615996093","UVW1"
"57439.0353124063","5.3154208","0.0826832757248169","UVW1"
"57439.3569632666","5.2482355","0.0816981638495386","UVW1"
"57439.5644406249","5.2102508","0.0813714226872044","UVW1"
"57439.7013884196","5.2239202","0.0815465141980308","UVW1"
"57440.4208586164","5.200068","0.0811011089126007","UVW1"
"57440.5634932861","5.155499","0.080603813206215","UVW1"
"57440.759711438","5.3125036","0.0827153505889106","UVW1"
"57440.8965804112","5.3640157","0.0830293353279128","UVW1"
"57441.0302781739","5.3048433","0.0824533467129046","UVW1"
"57441.4183960338","5.3338685","0.0827718848131254","UVW1"
"57441.5630327197","5.1539783","0.08079183682651","UVW1"
"57441.7626776672","5.2735516","0.0819822872675796","UVW1"
"57441.893228873","5.3111253","0.0823217689067418","UVW1"
"57442.0268322735","5.34229","0.0828690255111783","UVW1"
"57442.4154808509","5.303669","0.08266077350425","UVW1"
"57442.5501653415","5.2248685","0.081759868480132","UVW1"
"57442.755954928","5.3046814","0.082656998063447","UVW1"
"57442.8908115249","5.3106913","0.08267163903885","UVW1"
"57443.0255590391","5.2798376","0.0823195416518895","UVW1"
"57443.4111499125","5.2319534","0.081813086778891","UVW1"
"57443.8105144061","5.2554996","0.0820152861803514","UVW1"
"57444.0187392178","5.362388","0.0832783287946085","UVW1"
"57444.3417816702","5.4090704","0.0838092244994587","UVW1"
"57444.4751185322","5.3849683","0.0835148916589035","UVW1"
"57444.7457962714","5.3872793","0.0831586369772225","UVW1"
"57445.3392726758","5.36717","0.0831145504925312","UVW1"
"57445.4059228666","5.3725203","0.0833190578328457","UVW1"
"57445.6732841934","5.268401","0.0822756672295053","UVW1"
"57446.0158230498","5.238764","0.0817951765739297","UVW1"
"57446.3366920664","5.3662614","0.0833524529783734","UVW1"
"57446.4705432767","5.2055172","0.0814519996261824","UVW1"
"57446.6686299331","5.143058","0.0808053406561484","UVW1"
"57447.0788429665","5.2189","0.0815221788435241","UVW1"
"57447.4674197877","5.2065726","0.0813381252318767","UVW1"
"57447.6000299292","5.07306","0.079766639131256","UVW1"
"57447.9372782748","5.188988","0.081090746324459","UVW1"
"57448.005036816","5.214911","0.0814373995319684","UVW1"
"57448.3307139073","5.176578","0.0810626527263313","UVW1"
"57448.5300393536","5.3202593","0.082631057869409","UVW1"
"57448.7298213241","5.29975","0.0826129367969455","UVW1"
"57448.9339392427","5.147223","0.0931761460114572","UVW1"
"57449.0038334245","5.3164772","0.0824621556373849","UVW1"
"57449.2608361010","5.228552","0.081730508505063","UVW1"
"57449.4608830949","5.1780774","0.0810177112213044","UVW1"
"57449.9372249569","5.377076","0.0834040923662586","UVW1"
"57450.0022841221","5.1212916","0.0805589836608536","UVW1"
"57450.2043498532","5.1225012","0.080342802707192","UVW1"
"57450.798134134","5.149735","0.0808502237554585","UVW1"
"57451.0025734978","4.9579288","0.0786622764635884","UVW1"
"57451.2548951437","5.1398115","0.0804769107571296","UVW1"
"57451.4538824347","5.1673408","0.0811238711234764","UVW1"
"57451.6534883009","5.3430293","0.0827339666785773","UVW1"
"57451.9232578395","5.0838355","0.0801537089367209","UVW1"
"57452.0613000498","5.1342147","0.0805470702846057","UVW1"
"57452.2523154165","5.2718128","0.0823102048162404","UVW1"
"57452.4555517958","5.060783","0.0795666295197702","UVW1"
"57452.650191444","5.250661","0.0820489920645957","UVW1"
"57452.9198489157","5.1564872","0.0822663223569293","UVW1"
"57453.1251238663","5.2189173","0.08143035873368","UVW1"
"57453.2489950336","5.058293","0.0798865335676521","UVW1"
"57453.4466379382","5.1493362","0.0808890402259719","UVW1"
"57453.6459446481","5.1233357","0.080573665770985","UVW1"
"57453.9163055134","5.193436","0.0814210977191642","UVW1"
"57454.4532256228","5.236477","0.0818419736110249","UVW1"
"57454.7091495651","5.207575","0.081546114492067","UVW1"
"57455.2424155001","5.28846","0.0822949654036599","UVW1"
"57455.4407722037","5.398608","0.083760411973634","UVW1"
"57456.1714562062","5.3933156","0.0837006764274608","UVW1"
"57456.9051783283","5.3706832","0.0834166816710926","UVW1"
"57457.041752487","5.2230105","0.081784398611256","UVW1"
"57457.3098161846","5.33588","0.0830353116088416","UVW1"
"57457.4441947718","5.338963","0.0830581371120219","UVW1"
"57457.7005309503","5.384204","0.0836179777139881","UVW1"
"57457.901474862","5.4316537","0.084164080164167","UVW1"
"57458.2464761655","5.6327135","0.0864349231526172","UVW1"
"57458.4374237961","5.5633026","0.0853810542332422","UVW1"
"57458.6983273935","5.5139622","0.0850984263061498","UVW1"
"57458.9031380395","5.6156624","0.0862577284712754","UVW1"
"57459.1028468135","5.6211248","0.0863431004047723","UVW1"
"57459.2992258711","5.629212","0.0864449654793544","UVW1"
"57460.1083146391","5.831062","0.0884098473789813","UVW1"
"57460.4922672824","5.632256","0.0864859526820465","UVW1"
"57460.6945521377","5.876021","0.0891360446135077","UVW1"
"57460.893987829","5.7632007","0.0878423943992064","UVW1"
"57461.163390053","5.7850426","0.0881858500363819","UVW1"
"57461.6876464655","5.759815","0.0878942197835285","UVW1"
"57461.9538453005","5.8530105","0.0889303224707518","UVW1"
"57462.1624556746","5.7678255","0.087960570052342","UVW1"
"57462.2866291693","5.75353","0.0878318255301613","UVW1"
"57462.4854177331","5.753172","0.087821486776429","UVW1"
"57462.7558787829","5.8153616","0.0885111105501944","UVW1"
"57463.017099829","5.9441947","0.0900116158300449","UVW1"
"57463.2828293513","6.0079085","0.0906224796975345","UVW1"
"57463.5483376694","6.069362","0.091341467683933","UVW1"
"57463.6810582094","6.037919","0.0910354207047004","UVW1"
"57463.8852396752","6.084949","0.091588370270278","UVW1"
"57464.0227514619","5.899724","0.0894728414572857","UVW1"
"57464.2865257259","5.9019264","0.0894261115779873","UVW1"
"57464.4946015652","5.924421","0.0897880073704897","UVW1"
"57464.6795921046","5.9114545","0.0895432361201213","UVW1"
"57464.882829729","5.8604116","0.088930456104699","UVW1"
"57465.0221852444","5.910849","0.0894208987250289","UVW1"
"57465.2229330151","6.069306","0.091214183124033","UVW1"
"57465.4109777951","5.9812296","0.0904305349394604","UVW1"
"57465.8742889434","6.0666987","0.0911126540799133","UVW1"
"57466.0071282883","5.775403","0.0879540364853639","UVW1"
"57466.2073089962","5.9932006","0.09051508334165","UVW1"
"57466.4053706900","6.011473","0.0907335039294135","UVW1"
"57466.9389720313","5.89866","0.089456240640904","UVW1"
"57467.0077303899","6.0667535","0.0913698918431827","UVW1"
"57467.2035522206","5.777213","0.0880855294187337","UVW1"
"57467.4094406647","5.9760905","0.0902558862851785","UVW1"
"57467.6077021195","6.023754","0.0908113245994001","UVW1"
"57467.8679841119","5.87267","0.0891887928388835","UVW1"
"57468.0757818337","5.745746","0.0877172007252724","UVW1"
"57468.1990980862","5.925766","0.0897665267851663","UVW1"
"57468.3989618177","6.0767614","0.0915248318132712","UVW1"
"57468.5986850951","5.957259","0.0900396850167895","UVW1"
"57469.0024748373","6.0001036","0.0905783173624075","UVW1"
"57469.1959463502","5.855776","0.0890228779651085","UVW1"
"57469.5285859317","5.906575","0.0896160112858713","UVW1"
"57469.7953375575","5.79036","0.0883522531826588","UVW1"
"57470.4727555854","5.9121694","0.0896746578095684","UVW1"
"57470.60702733","5.871859","0.0891803969787343","UVW1"
"57471.0725383989","5.834004","0.0885904850103813","UVW1"
"57471.3329556103","5.91585","0.0896823375052049","UVW1"
"57471.4655952769","5.836553","0.0887661455291467","UVW1"
"57471.6586914759","5.8612525","0.0890409952511941","UVW1"
"57471.8565969338","5.7619","0.087957513894651","UVW1"
"57472.2614581653","5.8842986","0.0893154853991754","UVW1"
"57472.6545089247","5.89033","0.0893776081090728","UVW1"
"57472.9272614935","5.885002","0.089326161673028","UVW1"
"57473.0571446889","5.937109","0.089930502901541","UVW1"
"57473.2585921953","6.039389","0.0910994364136968","UVW1"
"57473.4622949778","6.0498915","0.0911994689764722","UVW1"
"57473.6577684295","5.965633","0.0902982215622515","UVW1"
"57473.928992679","5.942831","0.0900189086792092","UVW1"
"57474.0568112642","5.948444","0.0901132522857346","UVW1"
"57474.5162600625","5.8969146","0.0894898325916531","UVW1"
"57474.644688706","5.950703","0.0901034414870219","UVW1"
"57474.9790035108","5.9053396","0.0896000414154217","UVW1"
"57475.1147743307","5.829244","0.0887515806346581","UVW1"
"57475.2431131929","5.924337","0.0897819844233077","UVW1"
"57475.4425984035","5.5986977","0.086107247355158","UVW1"
"57475.6417540034","5.985112","0.0904736365475931","UVW1"
"57475.975503038","5.894017","0.0894896694540993","UVW1"
"57476.0439798158","5.827338","0.088708882082066","UVW1"
"57476.4489581874","5.842168","0.0888976658939828","UVW1"
"57476.587182494","5.7036685","0.0873049141307098","UVW1"
"57476.9738561021","5.6459154","0.0866313985213337","UVW1"
"57477.0399435683","5.7069367","0.0873595456764574","UVW1"
"57477.437149738","5.7527855","0.0878656261918981","UVW1"
"57477.638523076","5.7137854","0.0873675628669975","UVW1"
"57477.9029369396","5.6894566","0.0871486378157134","UVW1"
"57478.0356925122","5.797585","0.0883412177216839","UVW1"
"57478.2338382569","5.6464097","0.0866216218645326","UVW1"
"57478.4330415705","5.720458","0.0875217098453042","UVW1"
"57478.6328787973","5.6912035","0.0871031026574334","UVW1"
"57478.8988477707","5.771335","0.0880639845475325","UVW1"
"57479.0976130947","5.5076413","0.0851083070040297","UVW1"
"57479.2308090003","5.6046818","0.086141549879974","UVW1"
"57479.4439993864","5.57268","0.085819598578975","UVW1"
"57479.8966950407","5.607265","0.0862014890328859","UVW1"
"57480.0948430037","5.6875735","0.0871544703917595","UVW1"
"57480.3762440947","5.521525","0.0852294894239716","UVW1"
"57480.5612736478","5.4988667","0.0849567427482067","UVW1"
"57480.6943113863","5.5647557","0.0857630502912352","UVW1"
"57480.8934087698","5.5741456","0.0858431930943699","UVW1"
"57481.2921934307","5.565144","0.0857740872083366","UVW1"
"57481.5578707917","5.2874693","0.082495761754187","UVW1"
"57481.756664758","5.3713727","0.0835114315348978","UVW1"
"57481.8900124031","5.587939","0.0859827716306513","UVW1"
"57482.1566022154","5.4365742","0.0842768641937095","UVW1"
"57482.3558957093","5.721034","0.0875301014428723","UVW1"
"57482.7543978384","5.5517565","0.0855631803448684","UVW1"
"57482.8878586663","5.4999747","0.0849694471553182","UVW1"
"57483.2856933996","5.6807037","0.0870198186449906","UVW1"
"57483.4862928615","5.4920793","0.084957042455499","UVW1"
"57483.6196125317","5.4955633","0.0849526506927772","UVW1"
"57483.8189230467","5.480893","0.0847932009620177","UVW1"
"57484.1512125342","5.689926","0.0871944450241443","UVW1"
"57484.2838419919","5.6365452","0.086620817483928","UVW1"
"57484.4840109777","5.7218566","0.0875463605888269","UVW1"
"57484.6834352336","5.726971","0.0875883628602077","UVW1"
"57484.8159364092","5.5763784","0.0858410759593426","UVW1"
"57485.1485929349","5.481197","0.084739351856808","UVW1"
"57485.4948538268","5.6764448","0.086967510696359","UVW1"
"57485.7505209265","5.528421","0.0852845370383275","UVW1"
"57485.8171860343","5.5156858","0.0851962691093312","UVW1"
"57486.1470070925","5.5918713","0.0860140549862267","UVW1"
"57486.3534198209","5.5808212","0.0859038843330087","UVW1"
"57486.4897909564","5.683172","0.0871142080339755","UVW1"
"57486.6241095894","5.5593774","0.0856415813001972","UVW1"
"57486.8231184305","5.55256","0.0855353694726172","UVW1"
"57487.2817565831","5.5540618","0.0856462968130599","UVW1"
"57487.4796890929","5.5107066","0.0851467846059229","UVW1"
"57487.6760285877","5.625652","0.0864037307359317","UVW1"
"57487.8206247086","5.5009382","0.0849727126755357","UVW1"
"57488.141031039","5.4651315","0.0846297718931188","UVW1"
"57488.4774229527","5.4413573","0.084314345030082","UVW1"
"57488.610646894","5.5024324","0.0850079185832241","UVW1"
"57489.3378633198","5.3087224","0.0828301419608807","UVW1"
"57489.4837200807","5.4979848","0.084980711816293","UVW1"
"57489.6704922455","5.3957473","0.0838358875300229","UVW1"
"57489.8120920603","5.5188533","0.0852529254997292","UVW1"
"57490.0229242081","5.4004954","0.117257832994311","UVW1"
"57490.4695410887","5.4511042","0.0844339142049779","UVW1"
"57490.6714722102","5.434174","0.084233133829361","UVW1"
"57490.8798174784","5.508654","0.085057382471748","UVW1"
"57491.3330054565","5.3141285","0.082899692300183","UVW1"
"57491.8055320612","5.5496294","0.0855455397157147","UVW1"
"57492.3318901883","5.3904767","0.0837394265914473","UVW1"
"57492.46522992","5.4737495","0.0847223200672608","UVW1"
"57492.5972275562","5.4451784","0.0844290984324222","UVW1"
"57492.8727851654","5.407277","0.083884069687257","UVW1"
"57493.2625784327","5.352472","0.0833626276518011","UVW1"
"57493.5277867786","5.4924567","0.0849651065146423","UVW1"
"57493.661739862","5.3301595","0.083030041544569","UVW1"
"57493.8728827598","5.3970005","0.0838545431190252","UVW1"
"57494.2578928875","5.24298","0.0821121849536395","UVW1"
"57494.6589891485","5.502047","0.0850332686995022","UVW1"
"57494.7958554228","5.4219548","0.0840663511881824","UVW1"
"57495.0038603631","5.400857","0.0837960423148943","UVW1"
"57495.8621075424","5.3847914","0.0836583784255738","UVW1"
"57496.2528457922","5.392765","0.0837739125869555","UVW1"
"57496.8587710442","5.283427","0.0824906468394777","UVW1"
"57497.1866510976","5.1939484","0.0814429437328478","UVW1"
"57497.3160524948","5.3983355","0.0838421398247559","UVW1"
"57497.4493369916","5.3360992","0.0831550418804641","UVW1"
"57497.7161454637","5.3545174","0.0833009063137487","UVW1"
"57497.8552236965","5.478303","0.0847373538239323","UVW1"
"57498.0621983603","5.329909","0.0829929672502836","UVW1"
"57498.2478548224","5.3635766","0.0834465994891922","UVW1"
"57498.446170153","5.1244958","0.0807073438175954","UVW1"
"57498.7122985003","5.2771975","0.0823998692913587","UVW1"
"57498.8518754073","5.395855","0.0837879794567555","UVW1"
"57500.0546133314","5.3285955","0.0829987254669826","UVW1"
"57500.505897835","5.408387","0.0839360938566527","UVW1"
"57500.7061179027","5.344745","0.0832153031667054","UVW1"
"57500.913578074","5.349171","0.0832259259405358","UVW1"
"57501.0505804701","5.2887402","0.0825477447057256","UVW1"
"57501.238047705","5.327223","0.0830045722216586","UVW1"
"57501.5034679174","5.2667414","0.0823329283717247","UVW1"
"57501.7716455937","5.264545","0.0822656149780962","UVW1"
"57501.9100798556","5.184773","0.0813504310898545","UVW1"
"57502.1010309638","5.1268207","0.0807187889800697","UVW1"
"57502.3013192976","5.2753598","0.0824353700417685","UVW1"
"57502.7683975444","5.2869787","0.104438052509813","UVW1"
"57502.9093511106","4.967253","0.0788259759036977","UVW1"
"57503.0409885178","5.127089","0.0807052815169026","UVW1"
"57503.3042952134","5.041664","0.079697247474539","UVW1"
"57503.4984627478","5.1285483","0.0807344439676873","UVW1"
"57503.6429782307","5.057467","0.0799325719444704","UVW1"
"57503.9023178405","5.062821","0.0799744469981843","UVW1"
"57504.0337535515","5.163967","0.081134422891369","UVW1"
"57504.2943683414","4.8989814","0.0781089796302977","UVW1"
"57504.4936704527","5.0651723","0.0800230169059171","UVW1"
"57504.697043364","4.8711852","0.0778456969221197","UVW1"
"57505.0978938656","4.8792737","0.077951512856029","UVW1"
"57505.2924262573","4.786725","0.0768233496485792","UVW1"
"57505.555878426","4.8940784","0.0780450828273678","UVW1"
"57505.8259055337","4.854992","0.07760106006476","UVW1"
"57506.0306467728","4.8839794","0.0779620867087765","UVW1"
"57506.2204712606","4.9063862","0.0781954404679948","UVW1"
"57506.4357072813","4.7231773","0.0760208379201335","UVW1"
"57506.6882257757","4.8184123","0.0772587570830945","UVW1"
"57506.8228478689","4.9156436","0.078253072413515","UVW1"
"57507.019864954","4.7870575","0.076780952064788","UVW1"
"57507.2845760461","5.0644364","0.0799843989842193","UVW1"
"57438.0415183566","4.143142","0.0706747525717992","U"
"57438.360542365","4.1322418","0.070366865078955","U"
"57438.4930761987","3.902513","0.0674240104372866","U"
"57438.693440698","4.0648918","0.0694828358698825","U"
"57439.036795595","4.009326","0.0688749957659109","U"
"57439.3584374065","4.2494044","0.0720357650975912","U"
"57439.5659216183","3.9611445","0.0680820778328313","U"
"57439.7028754855","3.970535","0.0682256222473593","U"
"57440.4223429838","4.0123124","0.0686774230835162","U"
"57440.5649756336","3.9957366","0.0684414667753173","U"
"57440.761190489","4.0210812","0.0691023445165535","U"
"57440.8980623067","4.016657","0.068784703399408","U"
"57441.0317642623","4.06536","0.0695352182802486","U"
"57441.4198826918","3.9837223","0.068377714150246","U"
"57441.5645146762","3.9665936","0.0682139736999888","U"
"57441.7641569675","4.0663545","0.0694648726231548","U"
"57441.8947168858","4.0875388","0.069683416533031","U"
"57442.0283105521","3.9984912","0.068588175157445","U"
"57442.4169641234","4.0045847","0.0689338316432734","U"
"57442.5516525407","3.9773272","0.0685563329464761","U"
"57442.7574334988","3.9300824","0.0678661428514605","U"
"57442.8923040809","4.039269","0.0693253800947264","U"
"57443.0270542072","3.9056313","0.0674380924711102","U"
"57443.4126356816","4.034214","0.069298235147015","U"
"57443.8120004964","4.041132","0.0693325137179122","U"
"57444.0202211341","4.1008484","0.0702037745221212","U"
"57444.3432652807","3.9276426","0.0677526792140224","U"
"57444.4766034353","3.9508168","0.0680867492031993","U"
"57444.7472776714","4.188888","0.0710918630187493","U"
"57445.3407572571","4.125988","0.0703374039853087","U"
"57445.407409594","4.0692127","0.0696803134099566","U"
"57445.6747694844","4.0562053","0.069674363600009","U"
"57446.0173047576","3.974349","0.0683529836362184","U"
"57446.3381782073","4.0428117","0.0694539295439502","U"
"57446.4720226112","4.0727916","0.0697287324349392","U"
"57446.6701097524","4.0600607","0.0697009467096581","U"
"57447.0803321812","4.093931","0.0699476105390712","U"
"57447.4688951995","3.914434","0.0673351732094327","U"
"57447.6015091225","4.0273686","0.068941138288999","U"
"57447.9387613676","4.0562578","0.0693489611268152","U"
"57448.0065182678","4.035079","0.0690855990840614","U"
"57448.3322013491","3.9925494","0.0685589442782349","U"
"57448.531541461","4.0198175","0.0688692167002825","U"
"57448.7313031992","3.9017716","0.0674448516542298","U"
"57448.9352659637","4.0527152","0.0697399580467565","U"
"57449.0053161542","4.100115","0.0699017759185916","U"
"57449.2623222133","3.9284463","0.0677746046463698","U"
"57449.4623647292","3.9149304","0.0674037230287442","U"
"57449.6609347024","3.8088683","0.0661493689668818","U"
"57449.938714729","3.9228732","0.0677126027540662","U"
"57450.0037614946","4.0206818","0.0691311580353231","U"
"57450.2058329235","3.913493","0.067348135445593","U"
"57450.3921930113","3.8930264","0.0673980001836986","U"
"57450.7996144456","3.8768","0.0670447490379878","U"
"57451.0040543523","3.83084","0.066437557667254","U"
"57451.2563751486","3.9756576","0.0681088603892775","U"
"57451.4553715934","4.027465","0.0693110925900859","U"
"57451.6549636323","3.99739","0.0684107104296941","U"
"57451.9247437908","3.9479484","0.068283791682792","U"
"57452.0627752168","3.943048","0.0678134053391204","U"
"57452.2538041122","3.797654","0.0660516248070285","U"
"57452.4570380044","3.930995","0.067532548462722","U"
"57452.6516878296","3.8030522","0.0660470676956063","U"
"57452.9213545204","3.857394","0.0669319382817122","U"
"57453.1266058005","3.9928096","0.0684411498567976","U"
"57453.2504817965","4.000068","0.0689674936855456","U"
"57453.4481193573","3.9161457","0.0676496544370696","U"
"57453.6474249465","3.9258425","0.0677412003084988","U"
"57453.9177880127","3.9157615","0.0678187947147678","U"
"57454.4547031598","3.8391795","0.066523694415729","U"
"57454.7106410819","3.9256152","0.0677592290603556","U"
"57455.2438975308","3.871274","0.066789403210147","U"
"57455.4422539809","3.8595175","0.0669125601683041","U"
"57456.1729347487","3.9473494","0.0681060035442664","U"
"57456.9066596065","4.0525776","0.0697498976912277","U"
"57457.0432351102","4.059845","0.0698186908143687","U"
"57457.3113045761","3.934","0.0679261534938463","U"
"57457.4456770316","3.9597218","0.0682751397266068","U"
"57457.7020112759","4.0400287","0.0694519481731493","U"
"57457.9029634031","4.0644703","0.0698200958598129","U"
"57458.2479592662","4.0521423","0.0695834187946763","U"
"57458.4389049609","4.2411848","0.071938965049665","U"
"57458.6998055722","4.2658168","0.0726028883843577","U"
"57458.9046222934","4.2109308","0.0719760064206336","U"
"57459.1043298036","4.216799","0.072002833413637","U"
"57459.3007106171","4.3605497","0.0740123602821524","U"
"57460.1097951951","4.4460573","0.0748254749824181","U"
"57460.4937657934","4.3270106","0.0735663125066196","U"
"57460.696036109","4.3668675","0.0739179869800429","U"
"57460.8954726384","4.4155363","0.0745910923007807","U"
"57461.1648697351","4.183398","0.071486563888073","U"
"57461.6891380029","4.433077","0.0749338308077857","U"
"57461.9553412685","4.3382486","0.0736754104073701","U"
"57462.1639449014","4.372955","0.0741067524586327","U"
"57462.4869018","4.30402","0.0731348415735167","U"
"57462.7573623912","4.5025046","0.0759587117579557","U"
"57463.0185854308","4.4700988","0.0756284873250216","U"
"57463.2843178939","4.520567","0.0762666388030587","U"
"57463.5498185542","4.552014","0.0767156007286643","U"
"57463.6825431597","4.5081","0.0760868581296848","U"
"57463.8867221792","4.7273488","0.0792974880504937","U"
"57464.0242333653","4.5341603","0.0764000862620528","U"
"57464.2880127054","4.519946","0.0761406314358565","U"
"57464.4960859461","4.6204824","0.0776457680484241","U"
"57464.8843139666","4.731856","0.0793091240225924","U"
"57465.0236729751","4.6002698","0.0770989372817001","U"
"57465.2244169218","4.499781","0.0756828315031672","U"
"57465.4124598733","4.594374","0.0772174711749955","U"
"57465.8757718593","4.775752","0.0796403908672821","U"
"57466.0086114929","4.6093453","0.0774629225063497","U"
"57466.2087947689","4.5734006","0.0769743797870886","U"
"57466.4068552297","4.5455444","0.0765382167856019","U"
"57466.9404624586","4.5623095","0.0767978886262771","U"
"57467.0092122417","4.516834","0.0761788146966443","U"
"57467.4109232625","4.4490036","0.0750873803266186","U"
"57467.6091774177","4.4894115","0.0756926192064568","U"
"57467.8694738463","4.4000912","0.0745236307495758","U"
"57468.0772626481","4.3446617","0.0736959933851003","U"
"57468.2005844581","4.3972963","0.0744320346738379","U"
"57468.4004466678","4.3661902","0.0740541274064141","U"
"57468.6001639015","4.5958697","0.0773021249231618","U"
"57468.9422862354","4.3546584","0.0738537135723375","U"
"57469.0039530918","4.588179","0.0770680260132717","U"
"57469.1974261868","4.428436","0.0748881197564919","U"
"57469.5300739481","4.4054963","0.074586065241657","U"
"57469.7968158574","4.512495","0.0761393941351467","U"
"57470.1957750103","4.4947956","0.0758880050913477","U"
"57470.4742358028","4.4732477","0.0755562704340511","U"
"57470.6085092767","4.5019493","0.0758826031255221","U"
"57471.0740222358","4.6287528","0.0774743109236829","U"
"57471.3344429118","4.455693","0.0752694175229469","U"
"57471.467069106","4.4213148","0.074754170581119","U"
"57471.6601731735","4.4265074","0.074897140485741","U"
"57471.8580806118","4.4296056","0.0749362403384834","U"
"57472.2629464969","4.5044385","0.0759479218083307","U"
"57472.463469551","4.480456","0.0756880541934925","U"
"57472.6559880881","4.4195774","0.0747668869395016","U"
"57472.9287460936","4.3724593","0.074144050147343","U"
"57473.0586311892","4.637733","0.0778481144660456","U"
"57473.2600881944","4.6165315","0.0775429466959164","U"
"57473.4637820774","4.4194042","0.0747365367419676","U"
"57473.6592525351","4.6960923","0.07875290855146","U"
"57473.930474511","4.684134","0.0786743080172012","U"
"57474.0582926013","4.6207453","0.0776524986665379","U"
"57474.5177438277","4.621181","0.0776207203788605","U"
"57474.6461921859","4.4769818","0.0756011291022871","U"
"57474.9804878165","4.6373604","0.0780247393571712","U"
"57475.1162712137","4.6377575","0.0779957874246186","U"
"57475.2445922774","4.3937205","0.0743996530246454","U"
"57475.4440807484","4.406024","0.0746085686847643","U"
"57475.6432427611","4.5223096","0.0762232764672553","U"
"57475.9769849426","4.630521","0.0779295898383921","U"
"57476.045461587","4.474699","0.0756682630725066","U"
"57476.1800283903","4.396351","0.0745483824152188","U"
"57476.4504403104","4.51825","0.0762345041570613","U"
"57476.5886578885","4.361997","0.0740074812185209","U"
"57476.9753416045","4.3737674","0.07416647728571","U"
"57477.0414293686","4.5203553","0.076286121264035","U"
"57477.438635558","4.5165718","0.0762019155981921","U"
"57477.6400055999","4.3407518","0.0736052618472369","U"
"57477.9044199832","4.50847","0.0760372432660137","U"
"57478.0371770787","4.3556718","0.0740404807462981","U"
"57478.2353185922","4.352004","0.0737788886620708","U"
"57478.4345231649","4.3760934","0.07418711175802","U"
"57478.6343592853","4.2731223","0.0726623899169645","U"
"57478.9003285041","4.3696732","0.0741102591737073","U"
"57479.0990943978","4.275382","0.0727661056861747","U"
"57479.2322991117","4.2844058","0.0728333705565861","U"
"57479.445485546","4.356417","0.0739610694389138","U"
"57479.8981813234","4.4229093","0.0750096664633662","U"
"57480.0963291487","4.3180225","0.0733742664422736","U"
"57480.3777295363","4.376584","0.0742548673502325","U"
"57480.5627569317","4.373149","0.0742065013542316","U"
"57480.6958027446","4.3312396","0.0735491506246028","U"
"57481.2936735564","4.340942","0.0737229825983922","U"
"57481.5593689049","4.2585815","0.0724378191827487","U"
"57481.7581461843","4.1629586","0.0711488399432428","U"
"57481.8914939177","4.2163816","0.0719145887236288","U"
"57482.1580847742","4.2798223","0.0729020418101626","U"
"57482.3573775503","4.3913637","0.0743468166107725","U"
"57482.5559864177","4.14928","0.0709617874622252","U"
"57482.8893414722","4.3249994","0.0734930379089299","U"
"57483.1545452994","4.2269194","0.0720522993765518","U"
"57483.2871858733","4.2232602","0.0719721631783914","U"
"57483.4877781275","4.2975206","0.0731814270478863","U"
"57483.6210885517","4.3442605","0.0737845056987649","U"
"57483.8204123817","4.2592435","0.0726479173634998","U"
"57484.1527026891","4.35544","0.0739622563099113","U"
"57484.2853257585","4.3919228","0.0744830676409461","U"
"57484.4854967036","4.3413105","0.0737779024103595","U"
"57484.6849206965","4.3316804","0.0736780935609134","U"
"57484.8174202819","4.2793206","0.072904511983563","U"
"57485.150085444","4.254117","0.0725315221813482","U"
"57485.4963330444","4.339469","0.073864151952017","U"
"57485.7519989409","4.2256725","0.072080070217207","U"
"57485.8186688317","4.2392745","0.0722891927360211","U"
"57486.1484958343","4.2314574","0.0723731633535307","U"
"57486.3549060807","4.2651866","0.0727246972551555","U"
"57486.4912710918","4.186518","0.0714965381764039","U"
"57486.6255915213","4.2062172","0.0720027131445986","U"
"57486.8246021428","4.2566926","0.0726600736033387","U"
"57487.2832416558","4.2055213","0.0718599692753097","U"
"57487.481189233","4.1269173","0.0707562631372293","U"
"57487.6775128102","4.1142616","0.0704630560262592","U"
"57487.8221074558","4.1969686","0.0717874984162695","U"
